Rank,Name,City,State,Public_Private,Undergraduate_Population,Student_Population,Net_Price,Average_Grant_Aid,Total_Annual_Cost,Alumni_Salary,Acceptance_Rate,SAT_Lower,SAT_Upper,ACT_Lower,ACT_Upper,Website,,,
187,University of Utah,Salt Lake City,UT,Public,28686,32800,18509,7990,42916,102600,66,1110,1350,22,29,www.utah.edu,,,
415,Lake Forest College,Lake Forest,IL,Private,1542,1640,18504,31022,58675,102600,53,,,,,www.lakeforest.edu,,,
89,Whitman College,Walla Walla,WA,Private,1510,1574,18500,23828,64504,102600,52,1140,1380,28,32,www.whitman.edu,,,
70,University of Florida,Gainesville,FL,Public,37851,52669,18446,6636,43409,102800,42,1240,1400,28,32,www.ufl.edu,,,
181,San Diego State University,San Diego,CA,Public,31609,35158,18432,7549,40104,102800,35,1090,1290,23,28,www.sdsu.edu,,,
212,Louisiana State University,Baton Rouge,LA,Public,27658,30861,18413,9304,46381,102900,74,1060,1290,23,28,www.lsu.edu,,,
244,DePaul University,Chicago,IL,Private,17838,22769,18378,20387,56275,102900,72,,,,,www.depaul.edu/Pages/default.aspx,,,
143,Trinity University (TX),San Antonio,TX,Private,2406,2571,18377,26174,56880,102900,38,1230,1410,27,32,web.trinity.edu,,,
126,American University,Washington,DC,Private,8606,13858,18181,29412,64234,102900,29,1180,1350,26,30,www.american.edu,,,
155,"University of Massachusetts, Amherst",Amherst,MA,Public,26735,30340,18146,8867,48135,103000,58,1180,1360,26,31,www.umass.edu,,,
489,Touro College,New York,NY,Private,8622,11908,18093,6815,35111,103100,74,,,,,www.touro.edu,,,
227,Stonehill College,Easton,MA,Private,2498,2536,18093,22865,59560,103200,72,,,,,www.stonehill.edu,,,
75,Colby College,Waterville,ME,Private,1917,2032,18027,45463,68582,103300,16,1340,1500,31,33,www.colby.edu,,,
289,Seattle Pacific University,Seattle,WA,Private,3359,3783,18003,23350,56485,103400,91,1060,1280,21,27,www.spu.edu,,,
492,"California State University, East Bay",Hayward,CA,Public,14691,16538,17935,9402,36990,103500,74,,,,,www.csueastbay.edu,,,
262,"University of Maryland, Baltimore County",Baltimore,MD,Public,12702,13662,17926,9402,41674,103600,60,1140,1360,24,29,https://www.umbc.edu,,,
231,Washington State University,Pullman,WA,Public,27917,30614,17923,8572,41675,103700,73,1020,1220,20,26,www.wsu.edu,,,
279,"University of Illinois, Chicago",Chicago,IL,Public,19476,30539,17893,13415,43518,103800,77,1080,1330,20,26,www.uic.edu/uic,,,
249,Seton Hall University,South Orange,NJ,Private,6260,9801,17877,24710,57090,103800,73,1140,1280,24,28,www.shu.edu,,,
71,Kenyon College,Gambier,OH,Private,1677,1795,17863,34966,69180,103800,34,1263,1460,29,33,www.kenyon.edu/index.xml,,,
475,University of Alabama in Huntsville,Huntsville,AL,Public,7519,9101,17784,9587,36881,103900,81,1080,1330,25,31,www.uah.edu,,,
302,Ohio Northern University,Ada,OH,Private,2310,3088,17754,20796,46118,103900,66,1130,1310,22,28,www.onu.edu,,,
306,University of Houston,Houston,TX,Public,40813,45364,17726,9530,37306,103900,61,1110,1280,23,27,www.uh.edu,,,
129,Pepperdine University,Malibu,CA,Private,3803,7710,17705,31980,70862,103900,40,1200,1390,26,31,www.pepperdine.edu,,,
98,"University of Minnesota, Twin Cities",Minneapolis,MN,Public,45796,51848,17696,8760,39655,104000,50,1270,1480,26,31,www.umn.edu,,,
158,St. Lawrence University,Canton,NY,Private,2468,2493,17669,31866,68296,104000,48,1205,1365,26,30,www.stlawu.edu,,,
69,"University of Wisconsin, Madison",Madison,WI,Public,33863,42977,17636,6733,49885,104400,54,1280,1450,27,31,www.wisc.edu,,,
166,Auburn University,Auburn,AL,Public,23846,29776,17535,9030,49954,104500,84,1130,1310,24,30,www.auburn.edu,,,
183,"University of California, Santa Cruz",Santa Cruz,CA,Public,17925,19457,17522,18050,64054,104700,51,1160,1340,26,31,www.ucsc.edu,,,
261,Oregon State University,Corvallis,OR,Public,29777,30896,17513,8263,44706,104800,79,1070,1300,22,28,oregonstate.edu,,,
377,La Salle University,Philadelphia,PA,Private,3896,5197,17469,27431,45476,104800,79,,,,,www.lasalle.edu,,,
156,Syracuse University,Syracuse,NY,Private,22484,28199,17396,27878,65480,104800,47,1160,1350,25,30,syracuse.edu,,,
153,Denison University,Granville,OH,Private,2290,2341,17344,30783,64970,104800,37,1200,1380,28,31,denison.edu,,,
304,Bradley University,Peoria,IL,Private,4669,5844,17309,19250,46680,104900,71,1080,1290,22,28,www.bradley.edu,,,
125,University of Portland,Portland,OR,Private,3967,4396,17296,23282,59236,104900,70,1140,1320,23,29,www.up.edu,,,
105,Reed College,Portland,OR,Private,1470,1490,17229,35130,69820,104900,36,1310,1500,30,33,www.reed.edu,,,
165,University of Dayton,Dayton,OH,Private,8660,10882,17220,21293,57680,105000,72,1100,1310,24,29,www.udayton.edu,,,
283,The Catholic University of America,Washington,DC,Private,3323,6023,17190,24577,62482,105100,83,,,,,www.cua.edu,,,
167,Saint Joseph's University (PA),Philadelphia,PA,Private,5705,8085,17175,23892,60854,105100,77,1110,1290,23,28,www.sju.edu,,,
335,"California State University, Chico",Chico,CA,Public,17732,17875,17134,8615,36300,105100,68,990,1170,19,25,www.csuchico.edu,,,
140,University of Denver,Denver,CO,Private,6080,11434,17131,26702,65376,105100,58,1160,1350,25,30,www.du.edu,,,
130,University of Connecticut,Storrs,CT,Public,20662,27578,17074,13630,53112,105200,48,1210,1390,26,31,uconn.edu,,,
106,Tulane University,New Orleans,LA,Private,8873,12384,17058,33035,69764,105300,21,1330,1490,30,33,www.tulane.edu,,,
470,Wittenberg University,Springfield,OH,Private,1884,2053,17041,26135,52056,105400,72,,,,,www.wittenberg.edu,,,
147,University of Delaware,Newark,DE,Public,20550,23774,16975,8798,47782,105400,63,1130,1330,25,29,www.udel.edu,,,
372,Florida Institute of Technology,Melbourne,FL,Private,3943,6402,16973,23760,59650,105400,63,1130,1320,24,29,www.fit.edu,,,
117,Pennsylvania State University,State College,PA,Public,43709,47119,16960,10060,51572,105500,50,1160,1340,25,30,www.psu.edu,,,
177,George Mason University,Fairfax,VA,Public,32249,35984,16934,8567,51672,105700,81,1100,1290,24,30,www.gmu.edu,,,
102,Occidental College,Los Angeles,CA,Private,1972,2123,16892,35704,71756,105700,42,1280,1440,27,32,www.oxy.edu,,,
180,Marquette University,Milwaukee,WI,Private,8486,11426,16721,20717,55273,105900,89,1130,1310,24,29,www.marquette.edu,,,
338,Wagner College,Staten Island,NY,Private,1858,2271,16693,26903,62203,105900,70,,,,,wagner.edu,,,
390,Iona College,New Rochelle,NY,Private,3649,3792,16650,23110,55864,106200,92,980,1180,20,25,www.iona.edu,,,
44,Wellesley College,Wellesley,MA,Private,2508,2688,16582,45777,69034,106200,22,1360,1530,30,33,www.wellesley.edu,,,
198,University of Saint Thomas (MN),St. Paul,MN,Private,6424,9878,16548,21274,54647,106400,84,1090,1330,24,29,www.stthomas.edu,,,
311,Texas Tech University,Lubbock,TX,Public,32154,36996,16501,6632,33425,106500,69,1070,1240,22,27,www.texastech.edu,,,
139,"North Carolina State University, Raleigh",Raleigh,NC,Public,26961,34432,16496,10998,42048,106500,51,1230,1390,26,31,www.ncsu.edu,,,
407,St. John's University (NY),Queens,NY,Private,17861,21340,16416,25628,59865,106600,68,1060,1250,22,29,www.stjohns.edu/contact.stj,,,
337,Rochester Institute of Technology,Rochester,NY,Private,15217,16584,16392,21055,54714,106600,57,1190,1380,26,32,www.rit.edu,,,
134,Clemson University,Clemson,SC,Public,19506,24387,16314,10296,50516,106700,47,1220,1390,27,31,www.clemson.edu,,,
423,Oregon Institute of Technology,Klamath Falls,OR,Public,5486,7358,16286,5674,42093,106800,61,1040,1230,21,26,www.oit.edu,,,
199,"University of California, Riverside",Riverside,CA,Public,21017,23279,16267,21249,62677,106900,57,1090,1300,23,29,ucr.edu,,,
172,Providence College,Providence,RI,Private,4484,4646,16249,26359,64984,106900,52,1160,1330,26,30,www.providence.edu/Pages/default.aspx,,,
48,Davidson College,Davidson,NC,Private,1810,1959,16220,36359,66678,106900,20,1310,1470,30,33,www.davidson.edu,,,
174,"CUNY, Baruch College",New York,NY,Public,18289,18775,16192,8944,39172,107100,29,1190,1350,,,www.baruch.cuny.edu,,,
197,University of Tulsa,Tulsa,OK,Private,3630,4433,16192,31812,59435,107200,39,1150,1440,25,32,www.utulsa.edu,,,
185,Miami University (OH),Oxford,OH,Public,18239,19700,16188,11894,51064,107300,68,1190,1380,26,31,miamioh.edu,,,
83,University of Richmond,Richmond,VA,Private,3815,4023,16136,38394,64890,107500,33,1270,1460,29,32,www.richmond.edu,,,
170,Gonzaga University,Spokane,WA,Private,5333,7506,16069,21169,57350,107600,65,1180,1350,26,30,www.gonzaga.edu,,,
400,Pace University,New York,NY,Private,10063,12986,15872,28509,64982,107800,80,1040,1220,21,27,www.pace.edu,,,
176,"SUNY, Stony Brook (Stony Brook University)",Stony Brook,NY,Public,19871,25989,15859,9968,42981,107800,42,1210,1410,26,31,www.stonybrook.edu,,,
221,University of Washington Bothell,Bothell,WA,Public,5981,6175,15855,12946,51348,108000,80,1030,1230,19,26,https://www.uwb.edu,,,
95,Brigham Young University,Provo,UT,Private,34334,35807,15844,4843,18370,108000,52,1210,1410,27,32,www.byu.edu,,,
220,The Citadel,Charleston,SC,Public,3043,3717,15840,11281,50506,108100,81,1020,1220,20,25,www.citadel.edu/root,,,
59,Hamilton College,Clinton,NY,Private,1901,2043,15764,43611,67670,108100,24,1360,1510,31,33,www.hamilton.edu/index.cfm,,,
254,Saint John's University (MN),Collegeville,MN,Private,1815,1816,15737,27780,55872,108400,80,970,1190,22,27,www.csbsju.edu/About/Saint-Johns-University.htm,,,
503,Lawrence Technological University,Southfield,MI,Private,2268,3069,15693,17291,47482,108400,60,950,1330,21,28,https://www.ltu.edu,,,
190,Hobart and William Smith Colleges,Geneva,NY,Private,2244,2295,15615,25110,69775,108500,64,1150,1330,25,30,www.hws.edu,,,
203,Bryant University,Smithfield,RI,Private,3503,3751,15574,20675,59904,108600,73,,,,,www.bryant.edu,,,
314,Hampden-Sydney College,Hampden-Sydney,VA,Private,1046,1054,15545,26751,60360,108600,55,1050,1265,21,27,www.hsc.edu,,,
47,College of William &amp; Mary,Williamsburg,VA,Public,6822,8740,15531,18738,59012,108900,36,1300,1480,29,33,www.wm.edu,,,
408,University of Massachusetts Lowell,Lowell,MA,Public,16407,18315,15506,9817,46983,109300,69,1130,1310,24,29,www.uml.edu,,,
238,University of the Pacific (CA),Stockton,CA,Private,3639,6255,15481,26884,64796,109300,65,1070,1330,22,30,www.pacific.edu,,,
138,Gettysburg College,Gettysburg,PA,Private,2411,2615,15415,29795,66710,109300,46,,,,,www.gettysburg.edu,,,
142,University of San Diego,San Diego,CA,Private,6177,8905,15376,24364,65426,109400,50,1180,1350,26,30,www.sandiego.edu,,,
145,"Binghamton University, SUNY",Binghamton,NY,Public,14736,17351,15368,8062,40980,109600,40,1290,1431,28,31,www.binghamton.edu,,,
114,Franklin and Marshall College,Lancaster,PA,Private,2283,2440,15307,43377,70430,109700,34,,,,,fandm.edu,,,
182,Northeastern University,Boston,MA,Private,18760,21489,15286,34691,68177,109700,27,1370,1520,32,34,www.northeastern.edu,,,
36,Middlebury College,Middlebury,VT,Private,2591,3855,15265,43491,69464,109800,17,1320,1510,30,34,www.middlebury.edu,,,
50,Barnard College,New York,NY,Private,2544,2668,15187,44776,71282,109800,15,1310,1500,30,33,barnard.edu,,,
146,"University of Colorado, Boulder",Boulder,CO,Public,30976,35338,15103,9787,54312,109900,80,1150,1340,25,30,www.colorado.edu,,,
210,University of San Francisco,San Francisco,CA,Private,7495,11063,15056,27943,65980,109900,66,1100,1290,22,28,www.usfca.edu,,,
52,Carleton College,Northfield,MN,Private,2078,2155,15024,38342,68835,109900,21,1360,1530,31,34,www.carleton.edu,,,
118,Purdue University,West Lafayette,IN,Public,32534,42699,15006,10703,41614,110000,57,1150,1380,25,31,www.purdue.edu,,,
292,Hofstra University,Hempstead,NY,Private,7438,11131,14941,24541,61260,110400,64,1130,1310,24,29,hofstra.edu,,,
91,Southern Methodist University,Dallas,TX,Private,6917,11789,14860,33203,72408,110400,49,1270,1440,28,32,www.smu.edu,,,
297,Saint Mary's College of California,Moraga,CA,Private,3018,3913,14824,29572,65524,110800,82,1060,1240,22,27,www.stmarys-ca.edu,,,
273,"California State Polytechnic University, Pomona",Pomona,CA,Public,24747,26053,14813,7957,37937,110800,55,1010,1230,20,27,www.csupomona.edu,,,
55,Emory University,Atlanta,GA,Private,7859,14263,14789,38213,66950,110800,22,1350,1520,30,33,www.emory.edu,,,
109,Trinity College (CT),Hartford,CT,Private,2282,2401,14763,40346,71470,110900,34,1260,1420,28,32,www.trincoll.edu/Pages/default.aspx,,,
123,Rutgers University,New Brunswick,NJ,Public,40523,49577,14744,13896,47518,111000,58,1190,1400,,,www.rutgers.edu,,,
312,"Embry-Riddle Aeronautical University, Daytona Beach",Daytona Beach,FL,Private,5777,6338,14703,15100,51828,111200,75,1080,1310,22,28,daytonabeach.erau.edu,,,
175,Loyola University Maryland,Baltimore,MD,Private,4175,5783,14633,26091,64520,111200,75,,,,,www.loyola.edu,,,
39,Bates College,Lewiston,ME,Private,1787,1905,14630,43238,68870,111900,22,,,,,bates.edu,,,
26,Bowdoin College,Brunswick,ME,Private,1816,1965,14627,41143,68070,112000,14,,,,,www.bowdoin.edu,,,
20,"University of Michigan, Ann Arbor",Ann Arbor,MI,Public,29773,46002,14625,18751,62176,112200,27,1330,1500,30,33,www.umich.edu,,,
64,"University of Washington, Seattle",Seattle,WA,Public,38781,46166,14582,14051,51159,112300,46,1190,1420,27,32,uw.edu,,,
49,Haverford College,Haverford,PA,Private,1296,1326,14564,45805,71614,112300,20,1390,1530,31,34,www.haverford.edu,,,
141,Fordham University,Bronx,NY,Private,10137,16037,14505,27530,72239,112500,46,1230,1410,27,31,www.fordham.edu,,,
576,Montana Tech of the University of Montana,Butte,MT,Public,1909,2155,14490,6405,35755,112600,92,1115,1300,22,27,www.mtech.edu,,,
88,"University of California, Davis",Davis,CA,Public,31437,37380,14473,18690,63743,112600,43,1130,1360,25,32,www.ucdavis.edu,,,
355,Wentworth Institute of Technology,Boston,MA,Private,4457,4543,14424,13455,54071,112700,92,1080,1270,22,28,https://wit.edu,,,
82,University of Rochester,Rochester,NY,Private,6905,11648,14382,30658,70108,112700,34,1300,1490,29,33,www.rochester.edu,,,
97,Yeshiva University,New York,NY,Private,2884,6330,14354,26972,60525,112800,63,1160,1420,23,29,www.yu.edu,,,
76,"University of Texas, Austin",Austin,TX,Public,42827,51525,14351,10644,51786,112800,36,1220,1460,26,33,www.utexas.edu,,,
96,Brandeis University,Waltham,MA,Private,3869,5721,14331,35487,70943,113200,34,1280,1470,29,33,www.brandeis.edu,,,
124,Loyola Marymount University,Los Angeles,CA,Private,6591,9618,14327,19787,64735,113300,52,1180,1360,26,31,www.lmu.edu,,,
63,"University of Maryland, College Park",College Park,MD,Public,32022,40521,14315,8955,49698,113400,45,1280,1470,29,33,www.umd.edu,,,
74,Boston University,Boston,MA,Private,22829,33355,14309,34156,70302,113600,25,1300,1480,29,32,www.bu.edu,,,
162,Seattle University,Seattle,WA,Private,5250,7278,14237,22438,59607,113700,74,1130,1330,24,29,www.seattleu.edu/default.aspx,,,
108,Virginia Tech,Blacksburg,VA,Public,26634,34440,14163,8261,44024,114000,70,1180,1360,25,30,vt.edu,,,
16,University of Chicago,Chicago,IL,Private,6915,16227,14113,37883,75735,114200,9,1480,1580,32,35,www.uchicago.edu,,,
280,Wabash College,Crawfordsville,IN,Private,848,864,14030,28547,54600,114400,63,1070,1280,23,28,www.wabash.edu,,,
77,College of the Holy Cross,Worcester,MA,Private,2806,2855,13972,36963,66220,114600,40,,,,,www.holycross.edu,,,
295,San Jose State University,San Jose,CA,Public,27394,35835,13929,8545,40046,114700,67,1000,1210,19,26,www.sjsu.edu,,,
226,Drexel University,Philadelphia ,PA,Private,17789,24190,13921,28767,68792,114800,79,1160,1360,24,30,www.drexel.edu,,,86
56,Wake Forest University,Winston-Salem,NC,Private,5068,8116,13866,42495,69130,114800,28,,,,,www.wfu.edu,,,
31,Washington University in St. Louis,St. Louis,MO,Private,8533,15303,13832,41977,71975,114900,16,1470,1570,32,34,www.wustl.edu,,,
68,"University of Illinois, Urbana-Champaign",Champaign,IL,Public,35476,48216,13832,13595,46202,115300,62,1340,1500,26,32,illinois.edu,,,
78,George Washington University,Washington,DC,Private,12358,27973,13796,29429,69368,115300,41,1280,1440,29,32,www.gwu.edu,,,
41,Boston College,Chestnut Hill,MA,Private,10304,14628,13795,40716,70588,115400,32,1320,1490,31,33,www.bc.edu,,,
17,Northwestern University,Evanston,IL,Private,10163,22008,13787,44247,72980,115400,9,1420,1560,32,34,www.northwestern.edu,,,
103,"Texas A&amp;M University, College Station",College Station,TX,Public,53515,67929,13770,8748,53848,115700,71,1140,1360,25,30,www.tamu.edu,,,
87,"University of California, Irvine",Irvine,CA,Public,28947,35242,13746,18824,61872,116000,37,1170,1350,25,32,www.uci.edu,,,
38,"University of California, Los Angeles",Los Angeles,CA,Public,33148,44027,13728,20011,61915,116100,16,1220,1450,29,34,ucla.edu,,,
276,Michigan Technological University,Houghton,MI,Public,6148,7292,13694,11959,46344,116300,74,1160,1340,25,30,www.mtu.edu,,,
84,"University of California, Santa Barbara",Santa Barbara,CA,Public,22910,25057,13691,19558,64125,116300,33,1190,1400,28,33,www.ucsb.edu,,,
28,Amherst College,Amherst,MA,Private,1836,1945,13578,49467,71300,116500,13,1400,1560,32,34,https://www.amherst.edu,,,
107,Bentley University,Waltham,MA,Private,4352,5543,13560,26565,66180,116600,44,1210,1380,27,31,www.bentley.edu,,,
135,Fairfield University,Fairfield,CT,Private,4511,5192,13378,24180,64325,116900,61,,,,,www.fairfield.edu,,,
40,Wesleyan University,Middletown,CT,Private,3123,3213,13376,43276,69935,117000,16,,,,,www.wesleyan.edu,,,
22,Johns Hopkins University,Baltimore,MD,Private,7825,25151,13291,38542,69863,117100,13,1450,1570,33,35,www.jhu.edu,,,
12,Pomona College,Claremont,CA,Private,1599,1665,13279,48930,69725,117200,8,1370,1530,30,34,www.pomona.edu,,,
284,Massachusetts Maritime Academy,Buzzards Bay,MA,Public,1780,1811,13261,10571,43085,117500,83,1040,1200,21,25,https://www.maritime.edu,,,
104,Union College (NY),Schenectady,NY,Private,2214,2267,13200,29135,68610,117500,37,,,,,www.union.edu,,,
33,University of Virginia,Charlottesville,VA,Public,18432,24360,13178,21171,62633,117500,27,1310,1500,29,33,www.virginia.edu,,,
326,Milwaukee School of Engineering,Milwaukee,WI,Private,2779,2823,13173,25716,52046,117600,63,1153,1360,25,30,www.msoe.edu/home,,,
35,New York University,New York,NY,Private,30252,51123,13070,31542,71790,117700,28,1290,1490,29,33,www.nyu.edu,,,
100,Case Western Reserve University,Cleveland,OH,Private,5292,11824,13068,28295,65384,117800,33,1340,1520,30,33,www.case.edu,,,
256,"Embry-Riddle Aeronautical University, Prescott",Prescott,AZ,Private,2543,2663,13012,15756,51036,117900,77,1130,1350,23,29,www.prescott.erau.edu,,,
53,United States Coast Guard Academy,New London,CT,Public,896,1044,12993,,0,118100,15,1180,1343,26,31,www.uscga.edu,,,
34,Tufts University,Medford,MA,Private,5960,11449,12974,38605,70600,118100,15,1410,1540,31,34,www.tufts.edu,,,
409,South Dakota School of Mines and Technology,Rapid City,SD,Public,2778,2885,12970,4230,28770,118500,83,1150,1353,24,29,https://www.sdsmt.edu,,,
208,Illinois Institute of Technology,Chicago,IL,Private,3227,7164,12899,34485,63749,118500,54,1230,1410,25,31,www.iit.edu,,,
27,Vanderbilt University,Nashville,TN,Private,7006,12592,12779,41359,67392,119100,11,1440,1570,32,35,www.vanderbilt.edu,,,
72,Villanova University,Villanova,PA,Private,7873,10967,12768,30163,68231,119500,36,1250,1440,30,33,www.villanova.edu,,,
115,"California Polytechnic State University, San Luis Obispo",San Luis Obispo,CA,Public,21098,22370,12763,5891,39033,119500,35,1200,1380,26,31,calpoly.edu,,,
406,New Mexico Institute of Mining and Technology,Socorro,NM,Public,1707,2009,12745,6883,35153,120400,22,1190,1390,23,29,www.nmt.edu,,,
205,Virginia Military Institute,Lexington,VA,Public,1722,1766,12739,14434,56288,120600,53,1100,1280,23,28,www.vmi.edu,,,
30,University of Southern California,Los Angeles,CA,Private,20582,45687,12537,36686,72209,120600,16,1300,1500,30,34,www.usc.edu,,,
268,New Jersey Institute of Technology,Newark,NJ,Public,9366,11446,12503,13782,51518,121300,61,1190,1370,24,30,www.njit.edu,,,
15,Georgetown University,Washington,DC,Private,8194,19005,12416,41893,71580,122200,16,1350,1520,30,34,www.georgetown.edu,,,
57,Lafayette College,Easton,PA,Private,2569,2594,12412,39957,68640,122500,31,1260,1440,28,31,www.lafayette.edu,,,
245,Missouri University of Science and Technology,Rolla,MO,Public,7192,8883,12345,8975,38684,122600,84,1100,1340,25,31,www.mst.edu,,,
73,Bucknell University,Lewisburg,PA,Private,3678,3740,12344,29783,70125,122900,31,1250,1420,28,31,www.bucknell.edu,,,
42,Washington and Lee University,Lexington,VA,Private,1855,2220,12226,39671,65950,123200,22,1350,1490,31,33,www.wlu.edu,,,
25,Swarthmore College,Swarthmore,PA,Private,1577,1630,12061,46105,68846,123200,11,1380,1540,31,34,www.swarthmore.edu,,,
79,"University of California, San Diego",San Diego,CA,Public,29613,35772,12021,18231,60177,123700,34,1210,1410,27,33,www.ucsd.edu,,,
329,Kettering University,Flint,MI,Private,2129,2311,11892,18564,59227,125000,70,1190,1350,24,29,https://www.kettering.edu,,,
29,Claremont McKenna College,Claremont,CA,Private,1345,1364,11850,40673,71745,125400,10,1340,1510,30,34,www.claremontmckenna.edu,,,
200,Manhattan College,Riverdale,NY,Private,3727,4242,11825,18177,60212,125700,75,1050,1243,23,28,www.manhattan.edu,,,
58,Cooper Union,New York,NY,Private,921,946,11700,32452,65045,126200,13,1310,1530,28,34,cooper.edu,,,
14,Columbia University,New York,NY,Private,8523,30454,11566,49185,74199,126800,7,1410,1570,31,34,www.columbia.edu,,,
19,Williams College,Williamstown,MA,Private,2134,2227,11497,48050,70650,127500,15,1400,1570,31,35,www.williams.edu,,,
7,Brown University,Providence,RI,Private,7390,10095,11163,42455,71050,127600,8,1405,1570,31,35,www.brown.edu,,,
11,Cornell University,Ithaca,NY,Private,14774,23016,11135,36164,70321,128200,13,1390,1550,31,34,www.cornell.edu,,,
21,Rice University,Houston,TX,Private,4036,7022,11051,36387,63158,129500,16,1490,1580,33,35,www.rice.edu,,,
309,California State University Maritime Academy,Vallejo,CA,Public,1090,1181,10774,7716,39962,129600,66,,,,,https://www.csum.edu/web/mycampus/home;jsessionid=788be41b906ebd9485432c0ba641d830,,,
207,Clarkson University,Potsdam,NY,Private,3335,4233,10729,32540,66106,130100,66,1143,1330,24,29,www.clarkson.edu,,,
18,University of Notre Dame,Notre Dame,IN,Private,8664,12467,10555,39590,69395,130500,19,1370,1520,32,34,www.nd.edu,,,
46,Colgate University,Hamilton,NY,Private,2894,3025,10466,45108,69860,130600,28,1310,1500,31,33,www.colgate.edu,,,
10,Dartmouth College,Hanover,NH,Private,4693,6509,10366,47171,71827,130900,10,1430,1560,30,34,www.dartmouth.edu,,,
13,"University of California, Berkeley",Berkeley,CA,Public,31133,41891,10248,18319,65003,131800,17,1260,1480,30,34,www.berkeley.edu,,,
9,Duke University,Durham,NC,Private,7184,16130,9988,47836,71764,132100,10,1380,1540,31,35,www.duke.edu,,,
65,Georgia Institute of Technology,Atlanta,GA,Public,17223,29376,9930,12779,49366,133400,23,1090,1520,30,34,www.gatech.edu,,,
62,Babson College,Babson Park,MA,Private,2354,3329,9854,36717,68432,133800,24,1230,1410,27,32,www.babson.edu,,,
6,University of Pennsylvania,Philadelphia,PA,Private,13437,25367,9822,44801,71715,133900,9,1420,1560,32,35,www.upenn.edu,,,
113,Rensselaer Polytechnic Institute,Troy,NY,Private,6371,7592,9733,30596,70132,134100,43,1320,1500,28,32,www.rpi.edu,,,
67,Lehigh University,Bethlehem,PA,Private,5337,7017,9560,36014,65925,134100,25,1270,1430,29,32,www4.lehigh.edu/default.aspx,,,
51,Santa Clara University,Santa Clara,CA,Private,5754,8629,9493,26671,69439,134700,54,1270,1440,28,32,www.scu.edu,,,
93,Worcester Polytechnic Institute,Worcester,MA,Private,4654,6642,9468,19515,65046,135500,48,,,,,www.wpi.edu,,,
110,Rose-Hulman Institute of Technology,Terre Haute,IN,Private,2245,2254,9443,20967,65031,135800,61,1260,1450,27,32,www.rose-hulman.edu,,,
37,Carnegie Mellon University,Pittsburgh,PA,Private,6941,13869,9423,38163,70094,136100,22,1430,1560,32,35,www.cmu.edu,,,
43,United States Air Force Academy,Colorado Springs,CO,Public,4237,4276,9327,,0,138100,12,1210,1390,28,32,www.usafa.af.mil,,,
3,Yale University,New Haven,CT,Private,6483,12974,9131,50897,71290,138300,7,1460,1580,32,35,www.yale.edu,,,
5,Princeton University,Princeton,NJ,Private,5659,8273,8737,48088,66150,139400,6,1430,1570,31,35,www.princeton.edu,,,
94,Colorado School of Mines,Golden,CO,Public,4811,6209,8625,10725,52698,139600,56,1310,1450,28,32,www.mines.edu,,,
152,Stevens Institute of Technology,Hoboken,NJ,Private,3144,6916,8519,25762,67204,139900,44,1320,1470,29,33,www.stevens.edu/sit,,,
333,SUNY Maritime College,Throggs Neck,NY,Public,1778,1794,8352,7134,34958,140700,69,1100,1253,22,26,www.sunymaritime.edu,,,
66,United States Merchant Marine Academy,Kings Point,NY,Public,912,975,8135,3597,8646,140700,22,1210,1280,26,28,www.usmma.edu,,,
32,United States Military Academy,West Point,NY,Public,4491,4568,7977,,0,144000,10,1185,1400,23,28,www.usma.edu,,,
2,Stanford University,Stanford,CA,Private,8402,17534,6758,50134,69109,145200,5,1390,1540,32,35,www.stanford.edu,,,
1,Harvard University,Cambridge,MA,Private,13844,31120,6295,49870,69600,146800,5,1460,1590,32,35,www.harvard.edu,,,
8,California Institute of Technology,Pasadena,CA,Private,1002,2238,5872,41408,68901,151600,8,1530,1590,34,35,www.caltech.edu,,,
24,United States Naval Academy,Annapolis,MD,Public,4495,4526,5703,,0,152800,8,1150,1370,,,www.usna.edu,,,
4,Massachusetts Institute of Technology,Cambridge,MA,Private,4680,11466,5687,43248,67430,155200,7,1490,1570,33,35,web.mit.edu,,,
23,Harvey Mudd College,Claremont,CA,Private,847,861,4211,33782,74428,158200,15,1470,1570,33,35,www.hmc.edu,,,
637,Marlboro College,Marlboro,VT,Private,185,390,3901,33054,55625,98852,97,,,,,www.marlboro.edu,,,
502,"University of Northwestern, St. Paul",Saint Paul,MN,Private,3521,3702,3843,17134,43404,98852,93,970,1235,21,27,www.nwc.edu,,,
533,Westminster College (MO),Fulton,MO,Private,767,972,3792,18133,40510,98896,90,1015,1175,21,26,www.westminster-mo.edu,,,
550,Randolph College,Lynchburg,VA,Private,684,691,3318,26264,54225,98940,86,950,1190,19,25,www.randolphcollege.edu,,,
556,Huntington University,Huntington,IN,Private,1146,1321,3170,17623,37296,98984,81,950,1170,20,24,huntington.edu,,,
649,Wells College,Aurora,NY,Private,488,516,2695,30207,55180,99028,80,,,,,www.wells.edu,,,
570,College of the Atlantic,Bar Harbor,ME,Private,354,390,2540,37756,54969,99071,68,,,,,www.coa.edu/index.htm,,,
628,Lyon College,Batesville,AR,Private,672,705,1886,18534,39120,99111,64,1030,1234,22,28,www.lyon.edu,,,
577,"St. John's College, Santa Fe",Santa Fe,NM,Private,354,386,1298,31845,65456,99151,63,1190,1350,23,32,www.sjca.edu,,,
